onetsoc_code,alternate_title,short_title,sources
11-3051.01,Product Quality Director,,02
11-3051.01,Quality and Food Safety Manager,,02
11-3051.01,Quality and Process Improvement Manager,,02
11-3051.01,Quality Assurance Coordinator (QA Coordinator),QA Coordinator,08
11-3051.01,Quality Assurance Director (QA Director),QA Director,"02,10"
11-3051.01,Quality Assurance Manager (QA Manager),QA Manager,"02,10"
11-3051.01,Quality Assurance Supervisor (QA Supervisor),QA Supervisor,"02,10"
11-3051.01,Quality Control Director (QC Director),QC Director,"08,10"
11-3051.01,Quality Control Manager (QC Manager),QC Manager,"02,08,10"
11-3051.01,Quality Control Microbiology Supervisor (QC Microbiology Supervisor),QC Microbiology Supervisor,08
11-3051.01,Quality Control Supervisor (QC Supervisor),QC Supervisor,"02,08,10"
11-3051.01,Quality Control Systems Manager (QC Systems Manager),QC Systems Manager,08
11-3051.01,Quality Director,,"02,10"
11-3051.01,Quality Management Director,,10
11-3051.01,Quality Manager,,"02,10"
11-3051.01,Quality Supervisor,,10
11-3051.01,Quality Systems Director,,02
11-3051.01,Quality Systems Manager,,10
11-3051.02,Decommissioning Well Site Manager,,10
11-3051.02,Geothermal Operations Manager,,08
11-3051.02,Geothermal Plant Manager,,08
11-3051.02,Geothermal Product Manager,,10
11-3051.02,Geothermal Production Manager,,08
11-3051.02,Industrial Production Manager,,10
11-3051.02,Mitigation Supervisor,,10
11-3051.02,Plant Manager,,02
11-3051.02,Plant Operations Coordinator,,08
11-3051.02,Plant Superintendent,,10
11-3051.02,Plant Supervisor,,02
11-3051.02,Power Plant Operations Manager,,02
11-3051.02,Production Control Manager,,10
11-3051.03,Biodiesel Operations Manager,,08
11-3051.03,Biodiesel Plant Manager,,08
11-3051.03,Biodiesel Plant Superintendent,,08
11-3051.03,Biofuels Operations Manager,,08
11-3051.03,Biofuels Plant Manager,,08
11-3051.03,Biofuels Plant Superintendent,,08
11-3051.03,Biofuels Production Manager,,"02,08"
11-3051.03,Ethanol Operations Manager,,02
11-3051.03,Industrial Manager,,10
11-3051.03,Industrial Production Manager,,07
11-3051.03,Manufacturing Manager,,10
11-3051.03,Plant Manager,,02
11-3051.03,Plant Operations Coordinator,,10
11-3051.03,Power Resources Manager,,10
11-3051.03,Production Coordinator,,02
11-3051.03,Production Manager,,02
11-3051.03,Production Plant Manager,,02
11-3051.03,Renewables Project Manager,,10
11-3051.04,Biomass Plant Manager,,08
11-3051.04,Biomass Power Plant Manager,,08
11-3051.04,Biomass Power Plant Superintendent,,08
11-3051.04,Biomass Production Manager,,08
11-3051.04,Demand Generator Manager,,10
11-3051.04,Fuel Manager,,02
11-3051.04,Maintenance Manager,,02
11-3051.04,Maintenance Superintendent,,02
11-3051.04,Maintenance Supervisor,,02
11-3051.04,Operations and Maintenance Manager (O&M Manager),O&M Manager,02
11-3051.04,Operations Superintendent,,02
11-3051.04,Operations Supervisor,,02
11-3051.04,Plant Manager,,02
11-3051.04,Utilities Superintendent,,02
11-3051.06,Demand Generation Manager,,10
11-3051.06,Generation Manager,,10
11-3051.06,Hydroelectric Generation Manager (Hydro Generation Manager),Hydro Generation Manager,"02,08"
11-3051.06,Hydroelectric Generation Supervisor (Hydro Generation Supervisor),Hydro Generation Supervisor,10
11-3051.06,Hydroelectric Plant Site Manager (Hydro Plant Site Manager),Hydro Plant Site Manager,08
11-3051.06,Hydroelectric Production Manager,,08
11-3051.06,Hydroelectric Station Chief,,08
11-3051.06,Hydroelectric Station Supervisor (Hydro Station Supervisor),Hydro Station Supervisor,02
11-3051.06,Plant Manager,,02
11-3051.06,Plant Site Leader,,10
11-3051.06,Power Plant Superintendent,,02
11-3051.06,Power Plant Supervisor,,02
11-3051.06,Power Project Manager,,02
11-3051.06,Production Manager,,10
11-3051.06,Renewables Project Manager,,10
11-3051.06,Water and Hydroelectric Services Director,,10
11-3051.06,Water Utility Plant Manager,,10
11-3061.00,Category Purchasing Manager,,02
11-3061.00,Commissary Superintendent,,08
11-3061.00,Commodity Manager,,"02,10"
11-3061.00,Contract Manager,,"04,06"
11-3061.00,Contracting Manager,,04
11-3061.00,Division Merchandise Manager (DMM),DMM,01
11-3061.00,General Merchandise Manager,,01
11-3061.00,Materials Director,,02
11-3061.00,Materials Manager,,"02,04,06,10"
11-3061.00,Merchandise Director,,"04,06"
11-3061.00,Merchandise Manager,,"04,06,08"
11-3061.00,Merchandising Manager,,09
11-3061.00,Procurement Director,,"02,10"
11-3061.00,Procurement Manager,,"02,04,06,10"
11-3061.00,Procurement Services Manager,,08
11-3061.00,Procurement Sourcing Manager,,10
11-3061.00,Purchasing Coordinator,,09
11-3061.00,Purchasing Director,,"02,04"
11-3061.00,Purchasing Manager,,"02,04,10"
11-3061.00,Purchasing Supervisor,,"02,10"
11-3061.00,Sourcing Manager,,"04,09,10"
11-3061.00,Strategic Sourcing Director,,"02,04"
11-3061.00,Strategic Sourcing Manager,,"02,10"
11-3061.00,Vendor Manager,,10
11-3071.00,Aerial Planting and Cultivation Manager,,08
11-3071.00,Air Export Logistics Manager,,08
11-3071.00,Airport Manager,,"04,08"
11-3071.00,Ammunition Storage Superintendent,,08
11-3071.00,Auto Fleet Manager,,08
11-3071.00,Automotive Services Manager,,08
11-3071.00,Bridges Supervisor,,08
11-3071.00,Building Supervisor,,08
11-3071.00,Bulk Plant Manager,,08
11-3071.00,Bus Transportation Manager,,08
11-3071.00,Canal Superintendent,,08
11-3071.00,Car Inspection and Repair Manager,,08
11-3071.00,Cargo and Ramp Services Manager,,08
11-3071.00,Chief Wharfinger,,08
11-3071.00,Cold Storage Supervisor,,"04,08"
11-3071.00,Communications and Signals Supervisor,,08
11-3071.00,Compressor Stations Superintendent,,08
11-3071.00,Contract Manager,,08
11-3071.00,Corporate Logistics Manager,,08
11-3071.00,Corporate Traffic Manager,,08
11-3071.00,Customer Logistics Manager,,08
11-3071.00,Delivery Manager,,08
11-3071.00,Dispatch Manager,,08
11-3071.00,Distribution Center Manager,,"02,04"
11-3071.00,Distribution Center Operations Manager,,08
11-3071.00,Distribution Center Supervisor,,08
11-3071.00,Distribution Coordinator,,08
11-3071.00,Distribution Manager,,02
11-3071.00,Distribution Superintendent,,08
11-3071.00,Division Road Supervisor,,08
11-3071.00,Division Roadmaster,,08
11-3071.00,Dock Superintendent,,08
11-3071.00,Dockmaster,,08
11-3071.00,Fleet Manager,,02
11-3071.00,Flight Control Manager,,08
11-3071.00,Flight Operations Manager,,08
11-3071.00,Flight Reservations Manager,,08
11-3071.00,Flight Superintendent,,08
11-3071.00,Freight Coordinator,,08
11-3071.00,General Car Yard Supervisor,,08
11-3071.00,General Road Foreman,,08
11-3071.00,General Road Supervisor,,08
11-3071.00,Global Logistics Manager,,08
11-3071.00,Global Transportation Manager,,02
11-3071.00,Harbor Department Manager,,08
11-3071.00,Import Coordinator,,08
11-3071.00,Import Export Manager,,08
11-3071.00,Import Manager,,08
11-3071.00,Integrated Logistics Programs Director,,08
11-3071.00,Integrated Logistics Support Manager (ILS Manager),ILS Manager,08
11-3071.00,International Logistics Manager,,08
11-3071.00,Inventory Control Manager,,08
11-3071.00,Load Out Supervisor,,08
11-3071.00,Logistics Analytics Manager,,08
11-3071.00,Logistics and Planning Manager,,08
11-3071.00,Logistics Coordinator,,08
11-3071.00,Logistics Director,,02
11-3071.00,Logistics Management Specialist,,08
11-3071.00,Logistics Manager,,"04,08,10"
11-3071.00,Logistics Operations Director,,08
11-3071.00,Logistics Operations Manager,,02
11-3071.00,Logistics Solution Manager,,08
11-3071.00,Logistics Supervisor,,"08,10"
11-3071.00,Logistics Supply Officer,,04
11-3071.00,Logistics Team Leader,,08
11-3071.00,Logistics Vice President,,08
11-3071.00,Marine Oil Terminal Superintendent,,"04,08"
11-3071.00,Marine Superintendent,,08
11-3071.00,Measurement Superintendent,,08
11-3071.00,Operations Director,,08
11-3071.00,Pipelines Superintendent,,08
11-3071.00,Port Traffic Manager,,08
11-3071.00,Print Traffic Manager,,08
11-3071.00,Railroad Car Inspection and Repair Regional Superintendent,,08
11-3071.00,Receiving Manager,,08
11-3071.00,Schedule Planning Manager,,08
11-3071.00,Service Delivery Manager,,08
11-3071.00,Sewer System Supervisor,,08
11-3071.00,Shipping Coordinator,,08
11-3071.00,Shipping Manager,,02
11-3071.00,Shipping Receiving Manager,,08
11-3071.00,Shipping Supervisor,,08
11-3071.00,Station Manager,,08
11-3071.00,Station Master,,08
11-3071.00,Station Supervisor,,08
11-3071.00,Stations Superintendent,,08
11-3071.00,Storage and Distribution Manager,,08
11-3071.00,Storage Manager,,08
11-3071.00,Substation Manager,,08
11-3071.00,Supply Chain Logistics Manager,,02
11-3071.00,Telegraph Office Manager,,08
11-3071.00,Terminal Manager,,08
11-3071.00,Terminal Operations Supervisor,,08
11-3071.00,Terminal Superintendent,,08
11-3071.00,Traffic Director,,08
11-3071.00,Traffic Manager,,08
11-3071.00,Traffic Superintendent,,08
11-3071.00,Traffic Supervisor,,08
11-3071.00,Train Master,,08
11-3071.00,Train Operations Manager,,08
11-3071.00,Train Operations Supervisor,,08
11-3071.00,Trainmaster,,08
11-3071.00,Transportation Coordinator,,08
11-3071.00,Transportation Director,,08
11-3071.00,Transportation Maintenance Supervisor,,08
11-3071.00,Transportation Manager,,"02,04,10"
11-3071.00,Transportation Program Director,,08
11-3071.00,Transportation Project Manager,,10
11-3071.00,Transportation Specialist,,10
11-3071.00,Transportation Superintendent,,08
11-3071.00,Transportation Supervisor,,08
11-3071.00,Truck Terminal Manager,,08
11-3071.00,Warehouse Foreman,,08
11-3071.00,Warehouse Manager,,"04,08,10"
11-3071.00,Warehouse Operations Manager,,"04,08"
11-3071.00,Warehouse Shift Supervisor,,10
11-3071.00,Warehouse Supervisor,,"02,10"
11-3071.00,Water and Sewer Systems Superintendent,,08
11-3071.00,Waterworks Supervisor,,08
11-3071.00,Wharfinger,,08
11-3071.00,Wharfmaster,,08
11-3071.04,Demand Planning Manager,,10
11-3071.04,Global Supply Chain Director,,02
11-3071.04,Global Supply Chain Manager,,10
11-3071.04,Manufacturing Supply Chain Manager,,10
11-3071.04,Material Requirements Planning Manager,,02
11-3071.04,Materials Manager,,10
11-3071.04,Materials Planner,,10
11-3071.04,Solution Design and Analysis Manager,,02
11-3071.04,Supply Chain Analytics Manager,,10
11-3071.04,Supply Chain Design Manager,,08
11-3071.04,Supply Chain Development Manager,,08
11-3071.04,Supply Chain Director,,"02,08,10"
11-3071.04,Supply Chain Logistics Manager,,10
11-3071.04,Supply Chain Management Director,,10
11-3071.04,Supply Chain Manager,,"02,08,10"
11-3071.04,Supply Chain Operations Director,,10
11-3071.04,Supply Chain Operations Manager,,10
11-3071.04,Supply Chain Planning Manager,,10
11-3071.04,Supply Chain Procurement Manager,,08
11-3071.04,Supply Chain Product Manager,,10
11-3071.04,Supply Chain Program Manager,,08
11-3071.04,Supply Chain Project Manager,,10
11-3071.04,Supply Chain Strategy Manager,,10
11-3071.04,Supply Chain Systems Manager,,08
11-3111.00,Benefits Admin (Benefits Administrator),Benefits Admin,08
11-3111.00,Benefits Advisor,,"02,10"
11-3111.00,Benefits Coordinator,,02
11-3111.00,Benefits Director,,"02,04,06,10"
11-3111.00,Benefits Manager,,"02,10"
11-3111.00,Compensation and Benefits Director,,02
11-3111.00,Compensation and Benefits Manager,,02
11-3111.00,Compensation Director,,"02,04,10"
11-3111.00,Compensation Manager,,"02,10"
11-3111.00,Compensation Program Manager,,10
11-3111.00,Employee Benefits Account Manager,,10
11-3111.00,Employee Benefits Coordinator,,"02,04"
11-3111.00,Employee Benefits Director,,"02,04,06"
11-3111.00,Employee Benefits Manager,,"02,04,06"
11-3111.00,Global Compensation Director,,10
11-3111.00,Global Compensation Manager,,10
11-3111.00,Payroll and Benefits Manager,,10
11-3111.00,Payroll Manager,,"02,10"
11-3111.00,Personnel Manager,,04
11-3111.00,Position Classification Manager,,"04,06"
11-3111.00,Reimbursement Manager,,10
11-3111.00,Reimbursements Manager,,10
11-3111.00,Wage and Salary Administrator (Wage and Salary Admin),Wage and Salary Admin,"04,06"
11-3111.00,Workers' Compensation Manager,,10
11-3121.00,Diversity Manager,,09
11-3121.00,Efficiency Manager,,04
11-3121.00,Employee Relations Manager,,"02,04,06,10"
11-3121.00,Employee Welfare Manager,,08
11-3121.00,Employment Manager,,"04,06,08"
11-3121.00,HR Administration Director (Human Resources Administration Director),HR Administration Director,02
11-3121.00,HR Department Supervisor (Human Resources Department Supervisor),HR Department Supervisor,10
11-3121.00,Human Resources Administrator (HR Administrator),HR Administrator,"08,10"
11-3121.00,Human Resources Coordinator (HR Coordinator),HR Coordinator,08
11-3121.00,Human Resources Director (HR Director),HR Director,"02,10"
11-3121.00,Human Resources Manager (HR Manager),HR Manager,"02,04,06,10"
11-3121.00,Human Resources Operations Manager,,02
11-3121.00,Human Services Manager,,"04,06"
11-3121.00,Industrial Relations Director,,"04,06"
11-3121.00,Industrial Relations Manager,,"04,06"
11-3121.00,Job Analysis Manager,,04
11-3121.00,Labor Relations Director,,"04,06"
11-3121.00,Labor Relations Manager,,"04,06,08"
11-3121.00,Merit System Director,,08
11-3121.00,Personnel Administrator,,04
11-3121.00,Personnel Director,,"04,06,09"
11-3121.00,Personnel Generalist Manager,,"04,06"
11-3121.00,Personnel Manager,,"04,06,08"
11-3121.00,Placement Director,,"04,06,08"
11-3121.00,Position Classification Manager,,04
11-3121.00,Position Description Manager,,04
11-3121.00,Recruiting Manager,,10
11-3121.00,Recruitment Director,,10
11-3121.00,Recruitment Manager,,10
11-3121.00,Staffing Manager,,"09,10"
11-3121.00,Talent Acquisition Director,,10
11-3121.00,Talent Acquisition Manager,,10
11-3131.00,Apprenticeship Consultant,,08
11-3131.00,Development Associate,,10
11-3131.00,Development Coordinator,,10
11-3131.00,Development Director,,10
11-3131.00,E-Learning Manager (Electronic Learning Manager),E-Learning Manager,"02,04"
11-3131.00,Education and Development Manager,,02
11-3131.00,Education and Training Manager,,"04,06,08"
11-3131.00,Employee Development Director,,"04,06"
11-3131.00,Employee Development Manager,,"04,06"
11-3131.00,HR Trainer (Human Resources Trainer),HR Trainer,09
11-3131.00,Knowledge Manager,,09
11-3131.00,L and D Director (Learning and Development Director),L and D Director,"02,10"
11-3131.00,Labor Training Manager,,"04,06"
11-3131.00,Learning Director,,10
11-3131.00,Learning Manager,,02
11-3131.00,Learning Officer,,09
11-3131.00,Learning Specialist,,08
11-3131.00,Manpower Development Manager,,"04,06"
11-3131.00,Organizational Development Manager (OD Manager),OD Manager,02
11-3131.00,Safety And Training Manager,,10
11-3131.00,Sales Training Manager,,10
11-3131.00,Staff Development Coordinator,,08
11-3131.00,Staff Development Director,,"02,10"
11-3131.00,Staff Training and Development Manager,,02
11-3131.00,Training and Development Coordinator (T and D Coordinator),T and D Coordinator,02
11-3131.00,Training and Development Director (T and D Director),T and D Director,02
11-3131.00,Training and Development Manager (T and D Manager),T and D Manager,"02,10"
11-3131.00,Training Development Director,,09
11-3131.00,Training Director,,"02,04,06,10"
11-3131.00,Training Executive,,09
11-3131.00,Training Manager,,"02,06,10"
11-3131.00,Workforce Development Program Director,,08
11-9013.00,Accredited Farm Manager (AFM),AFM,08
11-9013.00,Agricultural Crop Farm Manager,,"04,08"
11-9013.00,Agriculture Farmer,,08
11-9013.00,Agriculture Manager,,08
11-9013.00,Animal Husbandry Manager,,"04,08"
11-9013.00,Annual Greenhouse Manager,,08
11-9013.00,Aquaculture Cooperative Marketing Director,,08
11-9013.00,Aquaculture Director,,02
11-9013.00,Aquaculture Farm Manager,,"04,08"
11-9013.00,Aquaculture Program Director,,08
11-9013.00,Barn and Property Manager,,08
11-9013.00,Beef Farm Operator,,04
11-9013.00,Beekeeper,,08
11-9013.00,Christmas Tree Farm Manager,,"04,08"
11-9013.00,Crop or Livestock Tenant Farmer,,08
11-9013.00,"Crop, Grain, or Livestock Farm Manager",,08
11-9013.00,Dairy Farm Manager,,04
11-9013.00,Dairy Grazier,,08
11-9013.00,Facility Operations Manager,,08
11-9013.00,Farm Facility Manager,,08
11-9013.00,Farm Field Manager,,08
11-9013.00,Farm Manager,,"02,10"
11-9013.00,Farm Operations Manager,,08
11-9013.00,Farm Operations Technical Director,,02
11-9013.00,Farmer,,10
11-9013.00,Farmers Market Manager,,10
11-9013.00,Feedlot Manager,,08
11-9013.00,Field Manager,,08
11-9013.00,Fish Hatchery Manager,,"02,04"
11-9013.00,Fruit or Nut Crops Farm Manager,,08
11-9013.00,Game Breeding Farm Manager,,08
11-9013.00,Garden Center Manager,,08
11-9013.00,General Farm Manager,,08
11-9013.00,Germination Testing Manager,,08
11-9013.00,Greenhouse Manager,,"02,04"
11-9013.00,Greenhouse Project Manager,,08
11-9013.00,Grower,,10
11-9013.00,Harvesting Manager,,02
11-9013.00,Hatchery Manager,,"02,04"
11-9013.00,Hatchery Supervisor,,02
11-9013.00,Horticultural Farm Manager,,08
11-9013.00,Horticultural Manager,,08
11-9013.00,Horticulture Superintendent,,08
11-9013.00,Livestock Farm Manager,,08
11-9013.00,Nursery Manager,,02
11-9013.00,Orchard Manager,,04
11-9013.00,Organic Farmer,,10
11-9013.00,Organic Vegetable Farm Manager,,08
11-9013.00,Perennial House Manager,,08
